"","22RV1","647-V","A549","BFTC-905","BT-20","BT-474","BT-549","C32","CAL-120","CAL-148","CAL-51","Calu-3","Calu-6","CAMA-1","COLO-205","DMS-114","DU-4475","EVSA-T","HCC1143","HCC1187","HCC1395","HCC1419","HCC1428","HCC1500","HCC1569","HCC1806","HCC1937","HCC1954","HCC38","HCC70","HCT-116","Hs-578-T","HT-1197","HT-1376","HT-29","J82","KATOIII","KMS-11","KU-19-19","LS-513","M14","MCF7","MDA-MB-157","MDA-MB-175-VII","MDA-MB-231","MDA-MB-361","MDA-MB-415","MDA-MB-436","MDA-MB-453","MDA-MB-468","MFM-223","NCI-H1299","NCI-H1437","NCI-H1563","NCI-H1703","NCI-H1793","NCI-H1975","NCI-H2085","NCI-H2170","NCI-H2228","NCI-H226","NCI-H2291","NCI-H23","NCI-H3122","NCI-H358","NCI-H520","NCI-H522","NCI-H747","NCI-H838","NCI-SNU-16","RKO","RT4","SW48","SW620","SW780","SW837","SW900","SW948","T-24","T47D","TCCSUP","UACC-812","UM-UC-3","VCaP","VM-CUB-1"
"CAL-51",0.839516369426585,0.668141173980677,0.665240557884194,0.584255978224516,0.671311960457966,0.514094404832251,0.64827586925297,0.860280086731992,0.464642104139961,0.837627077421952,1,0.541285055906115,0.543949028194088,0.836125712692143,0.522704022761909,0.416650697136557,0.344333777504551,0.5516003455123,0.354989782806271,0.594566911414904,0.632253962483363,0.264904532524922,0.431126300940473,0.899249553162027,0.62268367435053,0.719665020406415,0.315492047391097,0.16942543831166,0.839010001722781,0.505090109981858,0.894002589338043,0.685431763205571,0.432208530905529,0.32982629833971,0.516590182188576,0.474728719514276,0.510484626031806,0.502774004530696,0.436012280090464,0.921776466440039,0.515524631963673,0.392982318077879,0.663123541553585,0.419972358329032,0.530931776331194,0.612045005945941,0.705985991367571,0.438560915976666,0.231921053896625,0.600110017645534,0.594081915260042,0.36937379618794,0.550912679663764,0.341130869963235,0.776730371618392,0.449789868741848,0.649290569862336,0.615868812132378,0.38790147943987,0.450352357031794,0.891729815348299,0.724269659266112,0.622429805232117,0.46455664954138,0.512775112510889,0.210531669934449,0.556423926481568,0.698832598140589,0.768489970065062,0.296260167631564,0.921273661358507,0.37451908465834,0.937609274394064,0.829335568147947,0.349334295496998,0.919617246959762,0.594134559263255,0.707859021257894,0.249037296148003,0.542973978107657,0.565794806915956,0.445105564912795,0.592735324612716,0.375785949574871,0.772519091398779
"Calu-3",0.709988350157884,0.930560573648228,0.916582832499147,0.926914618498244,0.904464528046776,0.926854843887171,0.825123653253551,0.658871801352465,0.948274338617162,0.658722000788986,0.541285055906115,1,0.889820133736544,0.764215450224227,0.943920347670129,0.945526474748708,0.674613724579546,0.938977645356443,0.865376198108623,0.82584119795051,0.915868087452772,0.824977635395352,0.809460672654598,0.670190597547437,0.975920542118986,0.847371014637387,0.807381630955711,0.733402643086323,0.711353830512134,0.869999547346867,0.630937062142908,0.882917425049245,0.899156364694533,0.584437940115575,0.952301039377502,0.892810280476093,0.969304101900525,0.919477799957215,0.896840325973778,0.756598557790479,0.943333853022181,0.922941386223011,0.870761070839742,0.850448864839213,0.959247533138293,0.922599531153233,0.924830641880796,0.760053154130988,0.568058519505092,0.909354662140557,0.892231165689335,0.743294466556935,0.916422996206007,0.848083491135142,0.872817755968612,0.877396259091388,0.957338975172301,0.951088776670972,0.510736902348096,0.844386201415384,0.576137019331405,0.908131404065983,0.954337069244666,0.914581889381239,0.863951599543949,0.543197252266702,0.90066551038559,0.822888667321641,0.845571501303852,0.826728169741778,0.635735319210517,0.727268614859077,0.606603829161927,0.73547454095308,0.751747652823824,0.636788938236366,0.926133633268154,0.915315158875096,0.751311700115034,0.847197680762523,0.897310310056605,0.9241523849456,0.958854516284599,0.923897091473889,0.593346134826443
"Calu-6",0.827368953713988,0.964966756549181,0.928187005243239,0.925289487053028,0.910529039175163,0.926617420074196,0.752823617504648,0.714766757560873,0.861546599243993,0.756407812133646,0.543949028194088,0.889820133736544,1,0.781623186743059,0.922516999623424,0.892029618589983,0.723755461446386,0.952413763198035,0.694117947671486,0.889808692390158,0.956174969674464,0.75649422529553,0.810866183641489,0.710590225475942,0.927999165543526,0.839262149598866,0.572574055723808,0.543023515885955,0.811504131456735,0.719847574393877,0.718192689307147,0.956912092612014,0.872223172557579,0.409491753488305,0.948399300671382,0.782512184600458,0.856571313109237,0.887110986488689,0.848256236353559,0.776197134837841,0.939176923799618,0.896397047854521,0.936408904457118,0.774334518766616,0.922024857354957,0.930975657193694,0.881364730692952,0.83841531476653,0.508012446885664,0.934744782067451,0.914776686844199,0.590172632433331,0.936093124492804,0.73726636118413,0.924736521475188,0.901063108205917,0.910671899800587,0.931063118336459,0.377814077046018,0.779655078744571,0.645758250639686,0.895882142042053,0.867107129912944,0.687933194655577,0.88136756199854,0.375576446032457,0.9827140258321,0.826369280046226,0.9067612537873,0.740251315186764,0.620074626314639,0.65979203236918,0.64994254678291,0.841327062353424,0.723532788044454,0.720736994788749,0.939249090920305,0.911374521904199,0.564046384587085,0.898595284046937,0.904471392549405,0.940795413385435,0.794926231173996,0.837407254499058,0.744042037764587
"CAMA-1",0.958086006796119,0.867918282427421,0.761022250304039,0.776540235756172,0.829298114376995,0.822572057515072,0.612030275477228,0.976994400987922,0.666863415918239,0.927438936809475,0.836125712692143,0.764215450224227,0.781623186743059,1,0.6975714566646,0.649508984950356,0.451190570600257,0.840749464495834,0.489267747599447,0.650476300253417,0.789976049034235,0.487225325120044,0.527192918600574,0.954513116749855,0.817139159518662,0.879484636091899,0.486039725187179,0.347060741920368,0.935446433401028,0.550838149221884,0.952661400700056,0.821882376570497,0.65918799036018,0.308082216532449,0.78194829198005,0.641439349680259,0.679274176814477,0.720556580766555,0.637930691781779,0.960584646053926,0.736286719046565,0.689232365121101,0.752258798995077,0.522555384676885,0.726788845969326,0.871674281370543,0.888920067499218,0.553223833795916,0.271308132128287,0.753850032089458,0.886321516776524,0.416190098569214,0.671177431443969,0.484207683475684,0.898007234670386,0.688157543470767,0.84994399026335,0.843925207810284,0.274003681141244,0.531576716847867,0.938208410665809,0.779016588880679,0.713664891412624,0.601118181040447,0.823588699087797,0.238895170791927,0.757040167587211,0.66029287350512,0.879462820643075,0.507406589040717,0.955799076256481,0.415966713504607,0.938170530271308,0.866427241409906,0.44869110418098,0.936841599956022,0.783622378612768,0.808849167320228,0.371421183865878,0.636188852521611,0.655387781389432,0.736659858399606,0.735525394429294,0.684005036652261,0.883655204718735
"COLO-205",0.696051607343205,0.926516650340644,0.964831803017333,0.965476576750866,0.892756248110884,0.887182780869005,0.865691926476725,0.594050657962633,0.934337088412831,0.617910755686007,0.522704022761909,0.943920347670129,0.922516999623424,0.6975714566646,1,0.965474840700005,0.699359463360929,0.900332482482982,0.858122023489303,0.880127031317605,0.942789159309223,0.847297606047906,0.860607779603467,0.625293279687586,0.948528721712746,0.80745777912924,0.649290377189172,0.660792499992776,0.703855176269503,0.883763505966252,0.59859992611378,0.934414966451324,0.92275950031745,0.549049307853467,0.960485338347151,0.882340858555256,0.956108471832279,0.943269709051921,0.899133061785846,0.737741242618962,0.980825959211743,0.930364386247172,0.917673103086292,0.880937849980675,0.983593682371559,0.907567978655191,0.890769311423047,0.819972752985555,0.598171360580429,0.873368250047938,0.829942013503324,0.741023271892802,0.953062233491871,0.860768066715098,0.865244399956769,0.890626013564623,0.9412177947098,0.940833676067291,0.522010106699024,0.859708233376072,0.52778535748338,0.936571316308838,0.951645389538781,0.816222750180518,0.851941909770032,0.514614148661363,0.963925453751353,0.901201984606508,0.844919160507572,0.806086364964719,0.578336617635614,0.791213823291569,0.569241745340501,0.752779862717082,0.815568789229794,0.613813940349585,0.967147683165652,0.932704225209018,0.802903360240583,0.907136687904851,0.96200693030238,0.948806213918182,0.902513022027988,0.888084110318712,0.576381716096629
"DMS-114",0.622423915671435,0.892183737801174,0.907714832163779,0.939578601238277,0.86363694956345,0.894477811967546,0.823314357925572,0.53962885334448,0.955605889002156,0.557397648504128,0.416650697136557,0.945526474748708,0.892029618589983,0.649508984950356,0.965474840700005,1,0.76817258097415,0.911547244312499,0.887558157664727,0.849959769181045,0.914066353247061,0.906378017040252,0.875548050054553,0.56097182371535,0.930164619064436,0.796285420209421,0.705808869982032,0.710697420849127,0.63782366124968,0.844217882055986,0.529545409065746,0.877424354199535,0.954312962239822,0.53740495109768,0.951469337197796,0.923660126146984,0.95298495143811,0.956270807635449,0.90849212470979,0.659518258525291,0.976470538075683,0.960740843115381,0.871910791898989,0.904606939277728,0.96153920875284,0.900439254992113,0.877649896026209,0.813522959477374,0.648521025255766,0.87416057696697,0.827279311031245,0.734170422952353,0.93448694095001,0.897203584090561,0.795655251388231,0.91540700736605,0.912887273814647,0.926129774448101,0.467903960156067,0.878533333394187,0.468031642596034,0.879041473172461,0.934940834032752,0.845761964305924,0.83123227267121,0.521526864595409,0.927157248908105,0.843607406831575,0.788741103134584,0.866077733267759,0.513546718617561,0.820286151007102,0.493926963877278,0.683392309100813,0.844543997975277,0.536705260340307,0.949136020468989,0.906576754133936,0.827802672952116,0.894459867588135,0.933575365569142,0.954399612284861,0.893698669932769,0.925930181542076,0.523112062240264
"DU-4475",0.500061346770313,0.678096503432884,0.683804728077002,0.650431208135009,0.658847067826075,0.709790463014181,0.663981900286932,0.436834683964217,0.749358948170121,0.472250846974904,0.344333777504551,0.674613724579546,0.723755461446386,0.451190570600257,0.699359463360929,0.76817258097415,1,0.741591444728803,0.727204666259865,0.81018195263151,0.769946808609111,0.858767485311153,0.885188604227154,0.433346751408127,0.704838080002838,0.617830505464364,0.631610318277538,0.657326226002688,0.500622391453001,0.609542973652319,0.43002107861638,0.630654434715925,0.816685604174859,0.469742210429721,0.69948831354879,0.78865763784865,0.692304935446208,0.812111490989536,0.790511255054914,0.462015700483066,0.751371289623652,0.796430747873908,0.76689195804993,0.753966413365998,0.652996135294438,0.696796744235439,0.68992043314062,0.872017205138494,0.806384225590526,0.813507030473507,0.691498297813447,0.650418947119947,0.834196909467971,0.83612129277364,0.580050821531624,0.856626533432302,0.696015190108987,0.641469298110629,0.422745274224087,0.846094225073322,0.397740417684748,0.689483346110929,0.749258077805934,0.650575352940996,0.564670731501703,0.488044799511191,0.732909211623995,0.751503308383374,0.626222440303863,0.873137050621293,0.364189584838885,0.887686392981492,0.39187810618971,0.568041340236913,0.912524443428866,0.457028991789771,0.685632952020498,0.712816603007464,0.566252866891853,0.879575009900947,0.73969736300256,0.694463794673979,0.664533937979543,0.737222364822293,0.483096467450042
"EVSA-T",0.82751829897104,0.95928775933528,0.891319187246603,0.917514808559701,0.914940766170019,0.971807996107296,0.731727730347232,0.772279817240887,0.905104147242401,0.767944058581156,0.5516003455123,0.938977645356443,0.952413763198035,0.840749464495834,0.900332482482982,0.911547244312499,0.741591444728803,1,0.766550631944862,0.838946921679404,0.94128784306464,0.805546301853191,0.811161387863207,0.749004959984132,0.95494943293919,0.885822332096625,0.701604153184335,0.652571280816296,0.809465385407798,0.73721338118616,0.736993169161189,0.90527726641963,0.901008472250461,0.493623113777668,0.959749205900343,0.852551402825976,0.890330219301697,0.923709971390857,0.876125119175936,0.794626054518039,0.93486768499647,0.939006626003979,0.894581477907578,0.788962042956136,0.906405978732805,0.967251875106195,0.935272919296866,0.813170029151726,0.549506865877734,0.925666721607643,0.972662294773997,0.66683429298922,0.905250573978095,0.79146968368206,0.902695334240903,0.917344249874848,0.948398846033021,0.947705926972743,0.392292463653544,0.811185982404215,0.691246156581116,0.871329045192906,0.87932848586473,0.80328920588227,0.907750710432287,0.466788280000219,0.937851042579106,0.781707903440552,0.886703106746183,0.812172657054354,0.693425626804025,0.689657333238471,0.682493317353358,0.803641029993203,0.739661804788991,0.732922550804736,0.928205634539855,0.902918129927597,0.618782196008557,0.861383572390223,0.852967573713782,0.947543676680184,0.870747802062625,0.915613524735634,0.745838664444882
"HCC1143",0.454931274465981,0.7470374889542,0.802293007831577,0.836583260030682,0.767213927970848,0.727469424979597,0.858092796750935,0.406896538617934,0.943926998810167,0.432106727669439,0.354989782806271,0.865376198108623,0.694117947671486,0.489267747599447,0.858122023489303,0.887558157664727,0.727204666259865,0.766550631944862,1,0.802592075217905,0.814865495074409,0.856526355225786,0.883713460491565,0.42281874607766,0.829998408024712,0.674739537833593,0.768892562488391,0.817383589798367,0.462744168801162,0.896697355912318,0.395646844082053,0.698647474100117,0.815493991182825,0.759464228646838,0.777439304667686,0.906894930561261,0.90753687491073,0.856181453065813,0.796828564457463,0.535342047439013,0.840518101896277,0.853580178907033,0.784392851127527,0.892869732756314,0.81070212190103,0.728198997969423,0.762581440468668,0.81801859406715,0.780194457049058,0.74369407257222,0.685267978003643,0.918077997565115,0.835449533323462,0.937259874431786,0.62280756347571,0.761552234345386,0.821021351662474,0.790815884519533,0.654251865649575,0.93176086933082,0.365818046858265,0.796787281203349,0.874901284430155,0.910170561734057,0.60513188138075,0.780806698073671,0.764202132165456,0.803640464163749,0.665671194543427,0.819666816425925,0.409616199298257,0.87210185953831,0.394945700247678,0.557845046332032,0.859484931299242,0.410829445791552,0.823229510828425,0.811552998593946,0.918512079746576,0.834721373667899,0.842856471561121,0.801799078289345,0.920041399981068,0.814587531566276,0.358988688706426
"HCC1187",0.733764226899688,0.895910562490256,0.923473249811761,0.89643478151381,0.916316785054472,0.751330099687515,0.923865365238408,0.62918691833097,0.888892809351778,0.709592339169747,0.594566911414904,0.82584119795051,0.889808692390158,0.650476300253417,0.880127031317605,0.849959769181045,0.81018195263151,0.838946921679404,0.802592075217905,1,0.961702908977059,0.731237639586136,0.891400850376277,0.657295946855552,0.87943075490046,0.809603580495424,0.554134279452063,0.541896613205624,0.748232077561039,0.762897587511084,0.665046539237462,0.888355180095913,0.780578048650228,0.537024263694957,0.812879285163066,0.785182632491408,0.82923346811792,0.82594226063852,0.746885746326284,0.729005858248961,0.869711218080417,0.806294044526225,0.981100423987694,0.804738706027574,0.834162301910842,0.77812813118401,0.796636025965258,0.945871477569848,0.643973419187783,0.909614374150448,0.786651377006118,0.731280315215309,0.946857780584919,0.782964668527951,0.842324347632899,0.79384468456997,0.833109164791024,0.846492955024689,0.53544938594075,0.884001786083941,0.615026998580576,0.933274837066627,0.887495599732857,0.720519401272481,0.636402846461677,0.521594279434879,0.911545706556529,0.92859114236041,0.906769890380169,0.702190476372874,0.546932691220343,0.786983943262698,0.626303288284052,0.871789914698581,0.814566624891733,0.704241594250129,0.904403135468156,0.924206385608304,0.652356009968198,0.977192782426382,0.94909481850804,0.815590534559607,0.833837845950137,0.69756603359765,0.695593052027794
"HCC1395",0.822864029007498,0.970622873618583,0.961471679260781,0.964510499248044,0.968873312159405,0.880965884603342,0.889991105693663,0.742557504947644,0.928211340353156,0.773828796113803,0.632253962483363,0.915868087452772,0.956174969674464,0.789976049034235,0.942789159309223,0.914066353247061,0.769946808609111,0.94128784306464,0.814865495074409,0.961702908977059,1,0.783040048148577,0.86889389552965,0.757557724926473,0.962942204367039,0.897528367164169,0.612641024711254,0.579983664548979,0.834340896676935,0.795978194818787,0.745376046554451,0.949397809793632,0.864372538644137,0.516621375906909,0.925424406275935,0.834658077126336,0.893068440074634,0.911145760814653,0.829541775559584,0.819110914766931,0.946492961015572,0.90104043219883,0.986972594219673,0.816270640936836,0.919319267701821,0.904984421576989,0.908192745097447,0.905459745348154,0.593873819583778,0.933451241039203,0.90360329525184,0.717191772878956,0.960537864629291,0.800435842654668,0.921364570726313,0.873181998699812,0.935283425533668,0.940112636564362,0.488637401284996,0.862183964328115,0.695114407411002,0.965263839153269,0.924008077589532,0.774244433674257,0.804280406241963,0.489137269141144,0.972439966808902,0.914897781493194,0.951238255782151,0.756143154498098,0.668708280572862,0.764320745412497,0.703343975802008,0.895056524399821,0.802956031190505,0.771538237920958,0.969742939772586,0.959551457805193,0.686287513496615,0.959416292136194,0.954094482586396,0.91731001323692,0.897134790335567,0.82426734816389,0.764334089276487
"HCC1419",0.448875826163598,0.726214365584028,0.750826271093671,0.767274916601396,0.681090966990964,0.832523254606183,0.676043431675327,0.389745894792237,0.8478435890702,0.378229361621132,0.264904532524922,0.824977635395352,0.75649422529553,0.487225325120044,0.847297606047906,0.906378017040252,0.858767485311153,0.805546301853191,0.856526355225786,0.731237639586136,0.783040048148577,1,0.877085907370143,0.395465409596131,0.804531879728929,0.637213209676215,0.739858492145493,0.799274351350984,0.453312330358235,0.788318542851183,0.353488058952712,0.688936289210441,0.93679808923948,0.54867243739301,0.846141410736763,0.889096581780747,0.852596922923931,0.926235039895324,0.920167992784282,0.472954494008698,0.87529415659823,0.927221832668999,0.735466350331268,0.859835400111052,0.820428907919366,0.809827418026252,0.790323602818179,0.7801276033184,0.786488929947855,0.774361047831982,0.731533841058114,0.72841711988002,0.852883883091164,0.93518145850607,0.608145306994323,0.92222449790017,0.816028455535303,0.758032055852858,0.469316501283682,0.860501840817932,0.30401810577986,0.728732273122822,0.834466560794325,0.793042827592153,0.745766268221068,0.557015998600645,0.79813273044244,0.750502578088618,0.593397539348338,0.952631665558457,0.377161691994166,0.901590619966565,0.327432827803403,0.474553152646935,0.917945594830581,0.362875643121677,0.780955414660995,0.747531816324342,0.789250530527088,0.833230595792597,0.792212699639042,0.84943511707221,0.79039689898144,0.916615830780085,0.357423978354529
"HCC1428",0.57333956002541,0.788805062184363,0.838050791591265,0.831168240714743,0.776588205253373,0.776784089483334,0.815121148421547,0.481390080108817,0.89893531898405,0.521411512707372,0.431126300940473,0.809460672654598,0.810866183641489,0.527192918600574,0.860607779603467,0.875548050054553,0.885188604227154,0.811161387863207,0.883713460491565,0.891400850376277,0.86889389552965,0.877085907370143,1,0.501164311829448,0.817984331759417,0.699740069101755,0.668119117492588,0.783365033762135,0.578497435754395,0.826105577787009,0.490383429915308,0.776587868688211,0.864113349825162,0.698031377513975,0.809080609919719,0.898711543826404,0.875355223555843,0.892205885065931,0.865585125008337,0.58253043123125,0.862712523090918,0.876749408138479,0.875372693355812,0.91856641781201,0.806382868669863,0.792122763680783,0.770128230935858,0.939574750454577,0.867880705566934,0.837310957854596,0.745130393674344,0.841520159178958,0.916171780049156,0.9396548734914,0.704325571301024,0.867537154492701,0.820512792246502,0.774579307389366,0.617753954361769,0.969740857057689,0.444344528457635,0.819873547185312,0.858917962118937,0.782695410588569,0.652306297183842,0.742748486052691,0.856523840402072,0.864919205182395,0.726251103619933,0.858778278402024,0.442581290220118,0.910768405267438,0.463027344883223,0.660977129683748,0.933380801827017,0.521475842626371,0.842619438890429,0.840430533158978,0.754372048017201,0.929677211191614,0.866814704562973,0.827981517021887,0.812747987619827,0.801708627903668,0.510621426461773
"HCC1500",0.923290182362807,0.794807943266003,0.706153056877277,0.719101391597049,0.826369501287631,0.697864417973512,0.619828304100877,0.974904130174297,0.601761541432263,0.886412661838665,0.899249553162027,0.670190597547437,0.710590225475942,0.954513116749855,0.625293279687586,0.56097182371535,0.433346751408127,0.749004959984132,0.42281874607766,0.657295946855552,0.757557724926473,0.395465409596131,0.501164311829448,1,0.763967471623179,0.906972025959693,0.38206819396992,0.256555145123785,0.977807185420517,0.498891720024475,0.938545588736198,0.765805888144503,0.558474145813152,0.276625566326277,0.68747284856728,0.533070872205,0.597202168614667,0.636559418266666,0.541984832397073,0.94195353977084,0.641515907244346,0.58936459951045,0.746056610032492,0.460385956680622,0.638639589991758,0.775808732057501,0.798222359565457,0.541146261971863,0.242721535682837,0.697445425424884,0.812886179419213,0.375366892573307,0.628745102238784,0.40779208309302,0.870039296464813,0.588449436090328,0.758038711122038,0.736425286759088,0.264518039927619,0.485149786311519,0.943393752682225,0.777255111704399,0.650598224271397,0.507134642396444,0.680983286633139,0.207607768893732,0.70159707832634,0.664766199832976,0.885619226084786,0.408672780159258,0.935526851067218,0.374367293718833,0.93413465177047,0.908776652997957,0.409221192522225,0.984485041686259,0.730496146951825,0.752276247649196,0.282294345106015,0.615903588550984,0.614707878015177,0.633485790749578,0.676353690213685,0.552621671927321,0.945875173625785
"HCC1569",0.784404150444784,0.958185374319868,0.938188869602031,0.948761146312578,0.954221539540753,0.926687824824485,0.844050928408465,0.741230337685864,0.932698610386085,0.721828400160713,0.62268367435053,0.975920542118986,0.927999165543526,0.817139159518662,0.948528721712746,0.930164619064436,0.704838080002838,0.95494943293919,0.829998408024712,0.87943075490046,0.962942204367039,0.804531879728929,0.817984331759417,0.763967471623179,1,0.913071733320615,0.739727425113046,0.658406313391717,0.813393571981722,0.845278827613718,0.707432347386173,0.923137913254139,0.891601179129172,0.540634452212238,0.958424418782779,0.849791145375696,0.935185782529096,0.924732925401453,0.881944965124088,0.814973373639419,0.948462872882034,0.917587298341086,0.924822419386543,0.83199057085208,0.95157762939797,0.935934452912507,0.93907805677178,0.801963453040335,0.545423541705053,0.926364293132422,0.921364632271235,0.714783938479544,0.939305351357513,0.813154719449169,0.922267241540886,0.884756625361068,0.964418539242242,0.948908534171133,0.481975104102417,0.83401199611845,0.658446939299242,0.95148186103393,0.944308251959964,0.850206813243315,0.860251985269494,0.486010882027844,0.941163443941315,0.868034858723734,0.914648470794265,0.794788666428361,0.690654661337306,0.724290594180931,0.677498599170974,0.830220078467498,0.756373576095053,0.738107305589422,0.952488929342614,0.933540719756912,0.695995414392185,0.889072355288845,0.916919803833597,0.932631459291733,0.943540383411377,0.892001427625621,0.712826917096335
"HCC1806",0.830970765483809,0.889040980235541,0.820624473271187,0.875943244077203,0.959016413494824,0.811885965646342,0.764967803685311,0.860200209155049,0.830542493181044,0.775730906811801,0.719665020406415,0.847371014637387,0.839262149598866,0.879484636091899,0.80745777912924,0.796285420209421,0.617830505464364,0.885822332096625,0.674739537833593,0.809603580495424,0.897528367164169,0.637213209676215,0.699740069101755,0.906972025959693,0.913071733320615,1,0.554559290829947,0.473983582255619,0.934820739271912,0.670492670541678,0.798793410230673,0.842683613668034,0.743966962859853,0.404988791843944,0.84549844057008,0.701252933190788,0.794450548976188,0.80432270075422,0.705094003400682,0.855358270365888,0.81162665527255,0.799212629877264,0.870749562462223,0.661497673073259,0.810276544183366,0.865688150207122,0.863234935388533,0.720215096246115,0.426907329860236,0.828165735023932,0.901662638437305,0.571624995743952,0.805485592718076,0.63773140311331,0.901783477998321,0.743076498998055,0.856485754593055,0.852930037201158,0.345783423909863,0.686004134949945,0.791434123985527,0.893845833054678,0.806274772180262,0.700289195041267,0.747210651433966,0.369334579470178,0.847770871886512,0.769874111923689,0.940581181953969,0.620859053547816,0.777731741923259,0.566435154104812,0.771415965820125,0.904949068330336,0.616136701174282,0.872844603610804,0.88511577780212,0.852421142537847,0.527370359222586,0.786151861109818,0.793094070902104,0.817661023487982,0.840231723705398,0.74216584999627,0.885711719521161
"HCC1937",0.391596517539093,0.621231093368121,0.602286691608936,0.570824960001823,0.583079962593799,0.739641487098522,0.563298909401679,0.399848527451086,0.749094963692926,0.377051969902904,0.315492047391097,0.807381630955711,0.572574055723808,0.486039725187179,0.649290377189172,0.705808869982032,0.631610318277538,0.701604153184335,0.768892562488391,0.554134279452063,0.612641024711254,0.739858492145493,0.668119117492588,0.38206819396992,0.739727425113046,0.554559290829947,1,0.884485554263805,0.364973426056854,0.776595016240385,0.33626896230965,0.516405908156177,0.713902056104293,0.678717126646802,0.677926885198213,0.778244324037781,0.76488688010357,0.711051429811792,0.781156896887958,0.445646360470585,0.658090323627887,0.711688045407261,0.556058335730342,0.733229234938322,0.664602095060226,0.66786006250204,0.706377131465987,0.555792233278925,0.57089678414517,0.737019069810241,0.6762027364909,0.728508873216967,0.691365617239636,0.786722304032125,0.559529229821844,0.71066409432486,0.73108448486967,0.644075933336792,0.539790811871265,0.730232239476209,0.305742313737632,0.602666285856321,0.752406878061529,0.881045588138862,0.609298635143013,0.622116180786262,0.563555170643612,0.563381349522218,0.50576021764614,0.813204102782629,0.396737491722739,0.64327485380117,0.337488589173531,0.376969278190447,0.640133334091927,0.332054669330443,0.579902221137148,0.615178180327432,0.581591827016759,0.603919876604144,0.588971561322862,0.639262299644277,0.796842610883924,0.791967083477319,0.27167004141221
"HCC1954",0.28607678703254,0.546538271286783,0.571240846238108,0.57265698331075,0.512453388921573,0.690989557180966,0.530139617528915,0.265306679339764,0.765568247283567,0.233400971897132,0.16942543831166,0.733402643086323,0.543023515885955,0.347060741920368,0.660792499992776,0.710697420849127,0.657326226002688,0.652571280816296,0.817383589798367,0.541896613205624,0.579983664548979,0.799274351350984,0.783365033762135,0.256555145123785,0.658406313391717,0.473983582255619,0.884485554263805,1,0.273662994299384,0.792284802401761,0.203031442835054,0.469920570075333,0.72257790549674,0.794421699415804,0.659303109872982,0.814677285963639,0.771301620211693,0.738854360850247,0.798866609523083,0.323256313179305,0.652085144895299,0.752413452394358,0.542725345865492,0.794329923581204,0.633597385106421,0.638731672836386,0.61182959818885,0.643749385624283,0.734885750650307,0.632749716624678,0.617870425463708,0.82096567758968,0.673847281215855,0.87483990561083,0.457869597678961,0.709536775859519,0.68819342699981,0.57556961989375,0.615111311366294,0.796074325022543,0.173240869627896,0.542779031928725,0.691082391792052,0.830885261363515,0.568132289250549,0.825375675890815,0.576647091607766,0.550511291176091,0.411286474175122,0.847898149678783,0.262823337377401,0.730957722711572,0.196957127930302,0.282743876837883,0.745462440743174,0.215544483927754,0.57728312582951,0.556492687927238,0.683316824315937,0.612066011822659,0.56756832375935,0.642516612481267,0.73819334991684,0.790873269715656,0.190780740348768
"HCC38",0.938867972479203,0.856387946931918,0.773630073943339,0.793411312528744,0.887047040804128,0.74594733659659,0.664002739573235,0.949530550978268,0.665860076698031,0.886502169865571,0.839010001722781,0.711353830512134,0.811504131456735,0.935446433401028,0.703855176269503,0.63782366124968,0.500622391453001,0.809465385407798,0.462744168801162,0.748232077561039,0.834340896676935,0.453312330358235,0.578497435754395,0.977807185420517,0.813393571981722,0.934820739271912,0.364973426056854,0.273662994299384,1,0.5269721222856,0.92161371438249,0.841701866114667,0.618350132240891,0.272051107956469,0.756151009143208,0.561425922564611,0.645110419168246,0.689336568515866,0.591474030630914,0.92656164613699,0.7156873930404,0.659347919337888,0.827549258271477,0.520837153857319,0.708491320404117,0.816902720724399,0.808852961062411,0.639550038369461,0.276369278642677,0.762137304077568,0.855209469929614,0.401084888620795,0.713140746747651,0.455828236697905,0.915029392563757,0.652509054262911,0.788810222615769,0.787760822602387,0.261188946343051,0.54397099987537,0.909701356563674,0.829601902624275,0.689499340791702,0.506197830862024,0.721731680894933,0.217390321269459,0.799824604191663,0.715674856556746,0.93849760511508,0.449312861215114,0.87119377447722,0.415555270253614,0.892423959195141,0.954248096249394,0.470389985276652,0.973870957025083,0.807215315825817,0.801593386574133,0.31733374248156,0.70351796778653,0.700115787474826,0.717331038123119,0.690447463315199,0.593458632531902,0.972762611526753
