"","22RV1","647-V","A549","BFTC-905","BT-20","BT-474","BT-549","C32","CAL-120","CAL-148","CAL-51","CAMA-1","COLO-205","Calu-3","Calu-6","DMS-114","DU-4475","EVSA-T","HCC1143","HCC1187","HCC1395","HCC1419","HCC1428","HCC1500","HCC1569","HCC1806","HCC1937","HCC1954","HCC38","HCC70","HCT-116","HT-1197","HT-1376","HT-29","Hs-578-T","J82","KATOIII","KMS-11","KU-19-19","LS-513","M14","MCF7","MDA-MB-157","MDA-MB-175-VII","MDA-MB-231","MDA-MB-361","MDA-MB-415","MDA-MB-436","MDA-MB-453","MDA-MB-468","MFM-223","NCI-H1299","NCI-H1437","NCI-H1563","NCI-H1703","NCI-H1793","NCI-H1975","NCI-H2085","NCI-H2170","NCI-H2228","NCI-H226","NCI-H2291","NCI-H23","NCI-H3122","NCI-H358","NCI-H520","NCI-H522","NCI-H747","NCI-H838","NCI-SNU-16","RKO","RT4","SW48","SW620","SW780","SW837","SW900","SW948","T-24","T47D","TCCSUP","UACC-812","UM-UC-3","VCaP","VM-CUB-1"
"CAL-51",0.82647702237582,0.636926000412516,0.633771970412076,0.543096957236712,0.640592202278805,0.461191493743881,0.615842434149436,0.849177517336965,0.40139447726623,0.824769055603588,1,0.82297197142651,0.472453355686128,0.492244486347911,0.500795743108795,0.352014196009609,0.278578678709635,0.504472147211829,0.27423490308714,0.556166625478426,0.596693006575502,0.167760633826688,0.36498716063372,0.891612061220868,0.585388175017854,0.694750296753559,0.223333448910775,0.0298102420394373,0.825944721510122,0.447577971359432,0.885765792072618,0.369621793947799,0.233930739701047,0.467509708079092,0.657432072299688,0.415034170741628,0.456308138509173,0.450052829744794,0.373603031951194,0.91745205107941,0.467077739624284,0.324766841852938,0.6315975136032,0.349546122327381,0.485485833819395,0.573560409969899,0.681549032375896,0.381388099034281,0.14269493760566,0.560376501817399,0.553158383060276,0.28500731900267,0.504724391692651,0.254191138663013,0.758494214455604,0.391567958003352,0.615766409705473,0.578408941004252,0.305774096463189,0.387411701058724,0.883255019637705,0.699748347902249,0.585123476531263,0.400214001003638,0.468089499358476,0.108306702435079,0.512805388256717,0.671361624573505,0.748674417591722,0.213948334585115,0.915423858975867,0.307202247546422,0.932857828280669,0.815375822489606,0.284564889723905,0.913464318708436,0.554523241498647,0.681516637289414,0.178561291352508,0.49829323457059,0.524174052150459,0.382371168448566,0.55108194807931,0.304219373346154,0.755260606860232
"CAMA-1",0.953534059282248,0.850104299389547,0.727678872531458,0.745386771496153,0.805918908269572,0.797967323313912,0.561503787848482,0.974423385113771,0.61353371300504,0.921039131329386,0.82297197142651,1,0.653060087350157,0.729648649053932,0.753421367668865,0.597055704080102,0.377787602772623,0.818992591501476,0.402178955146318,0.604290835545145,0.760569089045664,0.39850183567925,0.450373372641807,0.949512959329402,0.791544106586553,0.863335435425652,0.393735138488136,0.206919130591529,0.928557380460252,0.469940645849102,0.94925761272202,0.608262854721005,0.165769288571098,0.751675056877527,0.799776002185155,0.584814236324085,0.629498419272691,0.679774332391396,0.583316780780126,0.955601796772955,0.700056545581236,0.642898129920194,0.718345267953577,0.441351534830831,0.690489334715035,0.854551732383421,0.876697945248427,0.491379392686226,0.158484707555318,0.71873338341468,0.871590450184048,0.305479394727252,0.623077639850264,0.39201057460289,0.884527329641294,0.643344613175526,0.829879412260137,0.822550269432893,0.126677297109238,0.455998508374373,0.93280067309691,0.748594530514862,0.671001884322913,0.533570706597882,0.80190168670618,0.10696783308918,0.723868224980736,0.613116001080943,0.863745617226626,0.430770970280242,0.951318538666228,0.330654884051912,0.933214691050003,0.851231979401606,0.375522976147401,0.9308858713837,0.753873609820751,0.782240890603277,0.293984401950057,0.58689692213188,0.609615992899917,0.69743284524396,0.695962236506312,0.636323849692051,0.874273991755958
"COLO-205",0.65625612673333,0.912863671253986,0.958932919780273,0.959634976971895,0.874166137195111,0.86440666136197,0.845658323412181,0.537337413031258,0.922066980290516,0.573285487386319,0.472453355686128,0.653060087350157,1,0.932779042804227,0.912047169899108,0.958788454968145,0.650324153357342,0.880567708001225,0.82821800215924,0.861838924671828,0.932588076080264,0.814804354387694,0.831814998688781,0.574773307439789,0.938341012921874,0.772702944895736,0.567636088956579,0.574959051444269,0.666422165371105,0.861979556483829,0.552467494452677,0.907780615082742,0.43374683475401,0.953846297683023,0.927295946184651,0.858128932175019,0.947651909067674,0.932447555046178,0.879422710208177,0.698280769023713,0.978228810522995,0.916766773258413,0.904156352627329,0.856225602158779,0.982330275220351,0.889954854334268,0.868349202596866,0.789437027950609,0.520259516753718,0.849957397674202,0.797218976770249,0.681145198799731,0.944255757925983,0.831576736389595,0.841588040446943,0.87064250096321,0.929544769450152,0.930440868011835,0.401412378152189,0.830854530415045,0.46997897507621,0.926013206835966,0.942138725338525,0.776091760023636,0.832270569055917,0.40919700933299,0.958509526698205,0.884519262957763,0.821014709194839,0.767609030037654,0.52303897046906,0.753127760757745,0.518959955181989,0.721288495799824,0.786423010847627,0.566521513382077,0.96198824740706,0.920671394310838,0.775476852940698,0.892424546736967,0.957186377089811,0.938668098350681,0.882775273664144,0.865848233263426,0.530773256297331
"Calu-3",0.671689180122873,0.9174046953345,0.902088294701116,0.91429039298682,0.887898549271381,0.910823923414791,0.79823230810413,0.610484074509418,0.936717471539168,0.619330801957763,0.492244486347911,0.729648649053932,0.932779042804227,1,0.874771189267057,0.934480571804474,0.618887878589196,0.926017043760954,0.833675927839954,0.798164053942441,0.900584895264269,0.782993319973096,0.766301571738001,0.625220921768602,0.970716766325094,0.818767082474994,0.759640955051872,0.660905653507894,0.674631875367201,0.839088891022338,0.588575680233963,0.878452682073855,0.468817834096355,0.944751417091759,0.868763356776701,0.868473705696543,0.962427447988007,0.903450296349303,0.875405942359439,0.719290472636839,0.93490861049621,0.906979847641014,0.848834144133103,0.814952855432473,0.955281265145329,0.90724192718954,0.907780295350524,0.717307802544795,0.478550976703989,0.892134946681889,0.870351458498806,0.677021677200869,0.900167813616615,0.811125056764427,0.849964515896026,0.854148199521155,0.948095048749782,0.942949829620917,0.376022545667793,0.809428601103513,0.52348329972276,0.892679662995379,0.944725008308805,0.894916335359964,0.847055108729796,0.436385274637373,0.88447349855016,0.791445118406845,0.821739951139172,0.78991049066992,0.587469732808152,0.674607034399806,0.560455096367532,0.701156118841469,0.710566065342725,0.591771626484683,0.91413390723262,0.899931705035553,0.715175211388402,0.821905206973764,0.882228699936456,0.907571259818858,0.949734189969884,0.907681396740316,0.549211839499663
"Calu-6",0.807235400185885,0.960929859253041,0.918099404752427,0.914774212660506,0.89779278147046,0.917993465420902,0.71925663099816,0.680069266293184,0.843738744459373,0.731333426736539,0.500795743108795,0.753421367668865,0.912047169899108,0.874771189267057,1,0.876669282349058,0.685260992065528,0.947630820020777,0.642692719209964,0.874627716111929,0.950453324719817,0.71741343821317,0.781943320972778,0.676228039840335,0.91936714853334,0.815617808324982,0.493831284865751,0.450372050294266,0.7900565323513,0.673799132136971,0.689552636700104,0.853595876455336,0.285647499967468,0.941338472931243,0.95144222601885,0.74837907479143,0.836055009912614,0.870846133504514,0.825671138009128,0.746608532783406,0.93067456204447,0.881842138228004,0.92750319882185,0.738787006448795,0.911229258139149,0.921801810424681,0.865528114252353,0.815251190419558,0.429279917604459,0.925881386495929,0.903080203606363,0.513774306026376,0.927591105943175,0.694404518960241,0.914127125743628,0.886894422133804,0.899049255036781,0.921444313752606,0.248621245559713,0.745034509335272,0.607933619555734,0.881007521520342,0.847744227705682,0.634451158148724,0.866312202281219,0.263794016208952,0.980517785087308,0.801297819734194,0.893979813968639,0.699337851938995,0.576240519599126,0.608319670589528,0.613708996766093,0.82281884938332,0.685299395231795,0.690434218964413,0.93076806704822,0.898776002243846,0.508206339372992,0.884346871240824,0.891254596417706,0.934601082693518,0.76309655751334,0.813011963055505,0.720267103912593
"DMS-114",0.571378810732459,0.871951471505102,0.891537656455384,0.929089285824394,0.839728707585235,0.872857216763738,0.796252508805745,0.47417316803817,0.947841507199064,0.50403229726441,0.352014196009609,0.597055704080102,0.958788454968145,0.934480571804474,0.876669282349058,1,0.730450299641303,0.89376726995575,0.863791200739867,0.826605638649449,0.898554561762589,0.887068609964268,0.849484431817225,0.500432710354852,0.916011503280637,0.759171978238626,0.637071967936554,0.638905949444267,0.590461676222506,0.810819257206335,0.473547786684295,0.945347844423987,0.417002562540547,0.943256584235411,0.861451115851526,0.907936510523877,0.943579272375573,0.947854545274806,0.890389238444865,0.607130845163155,0.973247572363644,0.952977825180477,0.850358692348352,0.884799811796956,0.956754822369752,0.881274513974298,0.851955133554268,0.781655972906323,0.579603948942134,0.850696354041414,0.793675465793248,0.671321355844851,0.922087161150056,0.876300062149549,0.759273456614818,0.899886534681068,0.89518268958456,0.913042252844647,0.330568887090773,0.853221731284844,0.401352706677546,0.858270052097585,0.921921541550873,0.812087095290559,0.808356757657457,0.416336091165959,0.915409507959118,0.81666181506512,0.755369849642304,0.839191237981797,0.44830111231045,0.787234523657132,0.432832993082963,0.641388793724199,0.82016329556246,0.478069881620522,0.940869911481655,0.889691313001496,0.804290303937556,0.877585331402392,0.924120117014127,0.945200409886005,0.871764133508218,0.911035141671815,0.47008047232598
"DU-4475",0.438550185164913,0.626597740616434,0.635053006272628,0.596327500471612,0.606546683330967,0.660531350361864,0.616774868036366,0.365632440930483,0.705898675015785,0.413818834061934,0.278578678709635,0.377787602772623,0.650324153357342,0.618887878589196,0.685260992065528,0.730450299641303,1,0.698658528593788,0.679381296482514,0.783064642110857,0.734049252714649,0.838025475666593,0.868099742132147,0.363240465559572,0.654997711299804,0.557955903998143,0.561858999633244,0.591790438695169,0.440467570704404,0.532738636128317,0.367842003094011,0.787203635594432,0.355663755544064,0.653256813311034,0.58147098540527,0.753345237867347,0.638822407373731,0.782078764116809,0.756440653785647,0.388432125282456,0.714022034060937,0.763376137579214,0.731976435543206,0.711504904897946,0.603002465681278,0.647558726174838,0.635824665090767,0.852876462487848,0.775160514883003,0.784151318088234,0.641024995535113,0.583907839103763,0.808002784568509,0.81180565727012,0.515296090820182,0.834335968055341,0.644568317590329,0.585650296205638,0.2989662941459,0.821582253648075,0.330039542652,0.642360389345423,0.707770585626394,0.58534544595395,0.507224167985336,0.393749359803774,0.693003860182112,0.71393808822068,0.57312110238591,0.853282497762024,0.287744523499159,0.87039585772229,0.325210551025726,0.514932956570378,0.899996445334942,0.394775255488078,0.637968602589046,0.667879899998028,0.508899174489659,0.861891865739964,0.702283921827775,0.642506813968787,0.606648400897474,0.693483482920565,0.430240295923347
"EVSA-T",0.807748089164497,0.951737818465108,0.872008028543935,0.902982059903515,0.900255328340111,0.965863950631673,0.688821797397651,0.742466981129654,0.884172061113596,0.744709467507094,0.504472147211829,0.818992591501476,0.880567708001225,0.926017043760954,0.947630820020777,0.89376726995575,0.698658528593788,1,0.71303901826238,0.8136277952794,0.930820063090808,0.760677268579842,0.769810406191295,0.716793479790442,0.945481232701441,0.864900257257686,0.62896934070332,0.558073033985709,0.787961502847851,0.67171686859413,0.710274272954652,0.88108860437248,0.355864759771774,0.953256329180318,0.894263575411505,0.820218689031396,0.866434697938826,0.90872327312057,0.850941200351945,0.764012887608645,0.924506304852702,0.926621428388496,0.877005624775716,0.740423239154041,0.89249708620511,0.960927179826053,0.921295509232751,0.780774353984275,0.458702893894805,0.911724272038989,0.967296246789412,0.582807661382156,0.886957277688466,0.742060634986067,0.885563240845134,0.902031317044198,0.937542895194316,0.938664278101112,0.228791144140131,0.770133027924092,0.65621096924991,0.848985383116994,0.854413775716289,0.756935800963079,0.897553001123906,0.345815728691685,0.928220885845426,0.743092560237508,0.86992738144788,0.773327625009137,0.654529136607669,0.630986161790796,0.647762864761893,0.780019619102421,0.696909761911668,0.702640418436532,0.916337515202137,0.885174482628892,0.561125463515632,0.838694517249842,0.82980986942068,0.936449325193254,0.843008562145427,0.898081966486406,0.72351552105845
"HCC1143",0.370184664171906,0.694077897523477,0.764639954777037,0.806025052941831,0.722600032906295,0.662724398630254,0.838522363544968,0.310608303944101,0.928906418201986,0.353742144498491,0.27423490308714,0.402178955146318,0.82821800215924,0.833675927839954,0.642692719209964,0.863791200739867,0.679381296482514,0.71303901826238,1,0.77081175549098,0.778623458053602,0.818015188079501,0.855143038000535,0.331871932942561,0.790531204248489,0.608294843803812,0.703644436247371,0.762096408894095,0.381532801802631,0.867472691323517,0.312790616726519,0.775176238261361,0.686270682800941,0.734637141888359,0.651878118429823,0.883914317047379,0.88484110425502,0.826128997147321,0.751670930796063,0.454712467835533,0.812862610023421,0.821530315664895,0.745243351224851,0.864411196899093,0.779954697974869,0.669324301603973,0.703408608742432,0.785806948750565,0.731837130717331,0.690452220334467,0.615843412005493,0.895298293403149,0.801545815179299,0.920059380502439,0.546980050517026,0.712922788397192,0.779358548329325,0.749982427401587,0.549355109569118,0.915384090583608,0.275081176727933,0.759236549230244,0.847067411550199,0.885347823160724,0.541392665003713,0.724676420636764,0.721090003769766,0.767772722236571,0.606933878304731,0.778810086135719,0.319630691211969,0.847914027194126,0.311816311106911,0.491658665042406,0.838955232389555,0.325526086425743,0.791319107393241,0.774608480640162,0.914285928381415,0.807465841726318,0.818760470376745,0.755090008066017,0.901222203954106,0.772264450016246,0.275297973918415
"HCC1187",0.701811508877614,0.880204620917565,0.912146093469743,0.880932303737439,0.903911512330159,0.710294948082581,0.913292131142361,0.583024823819053,0.875087125619617,0.678932909415948,0.556166625478426,0.604290835545145,0.861838924671828,0.798164053942441,0.874627716111929,0.826605638649449,0.783064642110857,0.8136277952794,0.77081175549098,1,0.956366023091169,0.684957879427857,0.876027662361168,0.615712603795813,0.861263566817707,0.780455545452712,0.46842246505176,0.445036071260467,0.718848766012697,0.724612665755228,0.630085490370977,0.745529198855659,0.441958961576828,0.784600495336126,0.873808236053614,0.749934990212492,0.802249801069786,0.798694810701423,0.705964810583648,0.692376949907787,0.850459081119488,0.775481595233427,0.978447689370893,0.773479635976241,0.810529098031099,0.742997415404196,0.763538986934065,0.93798020167893,0.585936489196939,0.89610828671239,0.752762766402545,0.685109209121242,0.939448493138693,0.747858526987537,0.818553041409197,0.761965091557214,0.806740593849521,0.82319952972939,0.441300065106397,0.867100926890957,0.573069765356399,0.92347206614709,0.870586747966861,0.671729502228592,0.588943141978527,0.435066623552153,0.898576941570986,0.918092660207908,0.893666091459913,0.653172704108725,0.493410576300658,0.754107907132505,0.58687229758287,0.856896170548654,0.78828626547809,0.671608635525901,0.890254191938366,0.912989278643415,0.606897801463053,0.973925891735413,0.941858424815559,0.786086333224298,0.807615047599484,0.647607834770757,0.666417378129114
"HCC1395",0.801624554541851,0.965472754492832,0.954975159587443,0.958498257259264,0.963687932253673,0.85885981510652,0.873886702658347,0.708912237313347,0.917066955799826,0.750497039918652,0.596693006575502,0.760569089045664,0.932588076080264,0.900584895264269,0.950453324719817,0.898554561762589,0.734049252714649,0.930820063090808,0.778623458053602,0.956366023091169,1,0.739621462401533,0.844246714898669,0.727075638183754,0.956721425107919,0.879892987984322,0.528220186803552,0.477783312800855,0.815517902503514,0.755766736883055,0.719217759046817,0.839696156045408,0.400733203385219,0.912858534481164,0.94366257715177,0.803010100235643,0.873331696873006,0.895228985169536,0.798255829066245,0.793123393065055,0.937838423006354,0.883053231231644,0.985011442782515,0.780281505638967,0.907137803644344,0.887963729942024,0.891571861420725,0.89009244693222,0.519384614653139,0.921772925214173,0.886234720536818,0.656844736910047,0.953579978676028,0.760745546537638,0.9081057093474,0.85108050660424,0.923729889835671,0.929878605768717,0.367454376852639,0.836218042680759,0.661090158397937,0.959580857022252,0.910263130835682,0.728398683565447,0.777493829936367,0.384562868021359,0.968128435541926,0.900899945268336,0.944372831844803,0.710632454531811,0.627576190375009,0.723411878644277,0.67170366219206,0.88379104601767,0.772619299917722,0.746418692005997,0.964815694758021,0.952576706672685,0.642074244994074,0.953234960379367,0.947451662487088,0.902295597713258,0.878175499801409,0.791553430293185,0.743149380824912
"HCC1419",0.361837413465321,0.667961491058108,0.701804874497673,0.721567933335857,0.617459508346289,0.79257590729942,0.619955968268087,0.288709223809445,0.806106698307985,0.289288568028852,0.167760633826688,0.39850183567925,0.814804354387694,0.782993319973096,0.71741343821317,0.887068609964268,0.838025475666593,0.760677268579842,0.818015188079501,0.684957879427857,0.739621462401533,1,0.846483656909898,0.298042269855042,0.75840818672879,0.561591863293326,0.664538011878212,0.7351679142598,0.369296434566031,0.724004145108596,0.262063990506623,0.924601957300621,0.404056949783443,0.818140378342245,0.640136286997049,0.861328834496691,0.815698772953515,0.912326665413434,0.903686380739223,0.378788392414357,0.85530438960599,0.912406371125416,0.685785939974459,0.821815409331438,0.791913128350947,0.769065912776883,0.737198937224808,0.739913863897812,0.739066256185364,0.7274874572355,0.671864029430618,0.646660640019034,0.822845729186312,0.916756857844875,0.528056533428879,0.909205579474515,0.772644578708097,0.709764040272595,0.302872781034276,0.826121306223882,0.200879733104377,0.676424681671294,0.796827496633584,0.733790096764195,0.708944964906193,0.441200262739643,0.762085007515308,0.703179202541877,0.51932312073717,0.943231884499782,0.279866559103753,0.88417842105949,0.231243029058455,0.39208925462752,0.909978445771625,0.267717417968053,0.740009640047811,0.696237556593627,0.760782255846634,0.805933512260938,0.758032920374008,0.813784564238107,0.739263944200318,0.898382310022048,0.272288913760719
"HCC1428",0.511880780008231,0.746364970701657,0.808149441719891,0.79969458194841,0.734865801829722,0.726372090790079,0.786512082885428,0.402030371233899,0.873887928097784,0.460099292677666,0.36498716063372,0.450373372641807,0.831814998688781,0.766301571738001,0.781943320972778,0.849484431817225,0.868099742132147,0.769810406191295,0.855143038000535,0.876027662361168,0.844246714898669,0.846483656909898,1,0.42722911851122,0.777407998184573,0.640931139214811,0.580333655512048,0.723310182817859,0.519619448382782,0.780010272404976,0.425668798712064,0.835567283018045,0.612397482327962,0.773521978181604,0.744297813766561,0.874866853258571,0.846120719024413,0.870336987971568,0.837005806752757,0.513524691192959,0.839176982019598,0.850589162656407,0.854458732179682,0.898577715931262,0.774600557388506,0.749121783476292,0.715901088856768,0.931105683473134,0.84017719529431,0.805234315705045,0.691545776624954,0.800046002741972,0.899852945092719,0.925210866086485,0.647854549175022,0.84211048161982,0.780456843524249,0.731352061058428,0.509616429470895,0.962723654813572,0.369960165158601,0.787371020488239,0.828292586588102,0.726313705172712,0.598719378877704,0.680613290477742,0.83211136430911,0.841447564805442,0.680435772603637,0.82805608507062,0.361758931788236,0.894365639069759,0.393860303726018,0.61414012311571,0.925737026763228,0.457455602394853,0.814647585924077,0.810019345872872,0.718669847055769,0.920208828330955,0.846526665657617,0.789265317391118,0.769910777394591,0.758186327477477,0.453542975513486
"HCC1500",0.915063199444148,0.76948546766895,0.66884751203086,0.683501158642487,0.805469760867042,0.657410387942707,0.574194925425834,0.972169697383119,0.543133714368901,0.875650984749629,0.891612061220868,0.949512959329402,0.574773307439789,0.625220921768602,0.676228039840335,0.500432710354852,0.363240465559572,0.716793479790442,0.331871932942561,0.615712603795813,0.727075638183754,0.298042269855042,0.42722911851122,1,0.734147762957513,0.897307548378693,0.277877004577872,0.105526342200769,0.975491634294718,0.415926238668792,0.933128962028444,0.497535388401104,0.139236235242656,0.647666720985179,0.738971343062969,0.464322165308276,0.539475989798764,0.587853705075715,0.478193228058442,0.935534724911154,0.596258598636519,0.532806649290934,0.71464448404452,0.375772661658628,0.594454812531755,0.747705408590526,0.774678419347546,0.48273917082772,0.134151540320317,0.658212341215536,0.790322802076928,0.26630461434605,0.579270739667046,0.309409586385966,0.855084308750329,0.533967307816383,0.727276709578917,0.703109035280842,0.127354496736267,0.408959448656484,0.938131001013254,0.74980703801625,0.603086960071189,0.428851646778396,0.644631772438561,0.0803681193159443,0.664408565553965,0.62238013341969,0.872425378399229,0.323428018907356,0.928819347415765,0.289936482270434,0.92827077524174,0.898972159782827,0.336622424748731,0.983120099444214,0.696818214695542,0.721059521109371,0.200121807436851,0.568129539409842,0.567607962777194,0.582672806409686,0.632279044285404,0.489629441585838,0.941893126519732
"HCC1569",0.758023997260254,0.950479876211048,0.927727246370237,0.940206489900797,0.946990836831648,0.910850576426845,0.820456524834737,0.706430810539592,0.917810300787644,0.691939080892709,0.585388175017854,0.791544106586553,0.938341012921874,0.970716766325094,0.91936714853334,0.916011503280637,0.654997711299804,0.945481232701441,0.790531204248489,0.861263566817707,0.956721425107919,0.75840818672879,0.777407998184573,0.734147762957513,1,0.897296727218487,0.675467208487249,0.563427846415961,0.792740760978339,0.808496248425051,0.676516634633583,0.869528876018699,0.41416800796601,0.951858209993234,0.915461383053659,0.816202092127794,0.920849735349742,0.909845117189813,0.857639232557429,0.787785016867288,0.940779209476339,0.900649046700529,0.912870834289322,0.792784407459666,0.945896022624098,0.923331760521879,0.925586337494224,0.767284300276356,0.452443694810678,0.912529409871627,0.905591209040335,0.642100327050964,0.927663296287629,0.768119257433797,0.908840003812766,0.863059796617784,0.956803223935387,0.940207122136996,0.341289501587362,0.797296758849314,0.618479387026061,0.94404460830458,0.932664843198458,0.814728013167313,0.842496186816056,0.367524498782043,0.932328954699847,0.845158919457526,0.902943406232626,0.751720719077298,0.651218140044363,0.671601370307334,0.642045337131571,0.811009427929064,0.71625692675513,0.70870497523354,0.945270197385521,0.921653153713729,0.650706047216644,0.871391397892754,0.905153910904093,0.918110530046685,0.931232722357545,0.86923496866136,0.686044550213024
"HCC1806",0.810852903089927,0.869504294373651,0.790345984128026,0.854926513151705,0.952181243679898,0.776401599028108,0.7295973734963,0.843224671736029,0.797834115714166,0.752635754720995,0.694750296753559,0.863335435425652,0.772702944895736,0.818767082474994,0.815617808324982,0.759171978238626,0.557955903998143,0.864900257257686,0.608294843803812,0.780455545452712,0.879892987984322,0.561591863293326,0.640931139214811,0.897307548378693,0.897296727218487,1,0.456578814149019,0.34012311600056,0.929738428249647,0.598057352469329,0.779478738583056,0.697212053795803,0.25891522249029,0.819482227775554,0.82117239747395,0.642539399014656,0.754798889096101,0.769148700862805,0.650795925251427,0.834852651656177,0.780817071761078,0.762384364581197,0.849737034524009,0.591750385982668,0.780908248664342,0.841624959074259,0.837522262044197,0.674490056409118,0.321900506568621,0.79803693504975,0.883995206460805,0.474831725711265,0.77092682412669,0.559920574271286,0.885245807895364,0.698391601702419,0.829801551434591,0.827841796475703,0.18724496161799,0.624805952503339,0.769984475421155,0.87630977582615,0.770393101345103,0.63728968819974,0.712089844619868,0.239852825512155,0.823089862764027,0.731901408233883,0.932043267195796,0.54992249706572,0.751489776622394,0.491339327893668,0.748521362319592,0.895029883747556,0.556546807898115,0.86112766843287,0.866155141478646,0.827028670539785,0.459920364747948,0.752137953681244,0.761115497218035,0.783347624912491,0.810116926706129,0.693969312492221,0.879572617768682
"HCC1937",0.289732088486575,0.53587494401127,0.517667312382065,0.478362607466908,0.4948092695166,0.674355768341287,0.481624563243525,0.296569610943458,0.676480247526827,0.284442870815607,0.223333448910775,0.393735138488136,0.567636088956579,0.759640955051872,0.493831284865751,0.637071967936554,0.561858999633244,0.62896934070332,0.703644436247371,0.46842246505176,0.528220186803552,0.664538011878212,0.580333655512048,0.277877004577872,0.675467208487249,0.456578814149019,1,0.845809034741298,0.260248730530118,0.703519978617884,0.237858664863718,0.647138018221145,0.569310204223185,0.611306464313018,0.430805906648463,0.719821105033195,0.703152690020185,0.645265420115265,0.730541080022726,0.341823872831943,0.589702413181062,0.643522192850815,0.464587461379842,0.65694831971139,0.602494571722801,0.591512448739895,0.628225057154202,0.464133770371199,0.468363523646591,0.680356449026929,0.600886405437983,0.641163924794557,0.622140461346915,0.721648683115932,0.465083380334231,0.648518669188213,0.664485320190269,0.568133435565345,0.386356426420276,0.660067171505464,0.198290399959986,0.520272179366912,0.693217896234139,0.844875259827077,0.544477603969702,0.51809896289889,0.474198714322284,0.472305324935079,0.410058435755564,0.769430796553563,0.299305025025987,0.565425702147342,0.239136368591954,0.271843823663961,0.573201757422421,0.226918343809552,0.492360230081683,0.531390232782357,0.510702908048898,0.525924153655995,0.510280066805655,0.547919516309611,0.745617648776788,0.74238694471987,0.167225628935535
"HCC1954",0.143422402465601,0.429804732577739,0.469550957712046,0.470791223450062,0.394425360735581,0.604998930378885,0.432638107567069,0.112863832083836,0.689426006649183,0.0935137521167453,0.0298102420394373,0.206919130591529,0.574959051444269,0.660905653507894,0.450372050294266,0.638905949444267,0.591790438695169,0.558073033985709,0.762096408894095,0.445036071260467,0.477783312800855,0.7351679142598,0.723310182817859,0.105526342200769,0.563427846415961,0.34012311600056,0.845809034741298,1,0.131103985183073,0.711547698492272,0.0581966419326765,0.654456194885106,0.709906875978052,0.58426351880334,0.363958718774921,0.764542259443491,0.707005266887118,0.678183591344562,0.753782887830723,0.172448463108445,0.578846675652429,0.692574034949606,0.437873109410909,0.729767680214673,0.561637800606699,0.546993381207141,0.492852112884757,0.568376721161532,0.670756093648945,0.543438064273792,0.518066394929421,0.753657435997411,0.594948729857777,0.833300805949925,0.322607456379769,0.645005061880993,0.602757964197875,0.473494098546082,0.460956283456247,0.741373861733955,0.0165872541171884,0.435633556056831,0.609644765502059,0.773281369841945,0.490637110735663,0.77582550225222,0.482256134216844,0.446222039074508,0.278225605275085,0.816575243810897,0.118653227123831,0.673542139277685,0.0503439182159628,0.138817736106498,0.706294324200989,0.065995940373662,0.480513057908727,0.44722730183131,0.637114135706183,0.530837461378953,0.477076640408921,0.541023396890599,0.66602928461444,0.740672960319555,0.0510455794076554
"HCC38",0.932464837760621,0.840886455628605,0.746567070808395,0.768993003821389,0.875115013862529,0.714744202042497,0.624809626414343,0.944188011355731,0.62129854123956,0.875837982933423,0.825944721510122,0.928557380460252,0.666422165371105,0.674631875367201,0.7900565323513,0.590461676222506,0.440467570704404,0.787961502847851,0.381532801802631,0.718848766012697,0.815517902503514,0.369296434566031,0.519619448382782,0.975491634294718,0.792740760978339,0.929738428249647,0.260248730530118,0.131103985183073,1,0.453077413746608,0.914537881426717,0.568078816467601,0.137175146164945,0.726762177535316,0.824176465646558,0.499538680462419,0.597325420677204,0.649846824190968,0.536946969165731,0.918706250546459,0.681315890482669,0.615026044429575,0.807686431333472,0.449751043007936,0.674076382325592,0.795978236837236,0.788575075255507,0.595365210700048,0.17529494990408,0.733310667935757,0.840018491654123,0.300638220786592,0.677257643168452,0.369798551548408,0.906905956565123,0.608475480685348,0.764307036925427,0.762562675804848,0.126781029261689,0.479646002019138,0.901156406467873,0.810009214375603,0.649557004686919,0.430286643675575,0.690827909721431,0.0948137658107536,0.776395202794616,0.68117859927447,0.932284208697877,0.37248816675355,0.85800934716973,0.338846159093302,0.882563496464536,0.949453648827801,0.406952274175927,0.971383694760148,0.784685497166498,0.778275800315577,0.240881352276674,0.668055325357349,0.664722936972116,0.681570209007411,0.650329297963661,0.538629184957046,0.971059854592063
