23	7	55	8	35	8	2	4	1	1	0	0	0	0	1	3	24	20	5	4	3	1	1	0	0	0	0	0	79	10	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	14	51	25	17	13	2	4	1	1	0	0	0	0	1	28	50	22	5	5	0	0	1	1	1	0	0	0	19	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	11	38	79	70	27	11	4	2	1	0	0	0	0	1	2	39	35	23	9	0	1	0	1	1	2	0	0	42	31	15	10	3	1	2	0	1	0	0	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	15	81	34	30	9	1	1	0	0	0	0	0	0	0	1	24	11	7	0	0	0	0	0	0	0	0	0	29	9	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	35	117	60	47	16	4	1	0	0	0	0	0	0	1	28	72	22	13	5	1	0	0	1	0	0	0	0	35	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	5	25	32	41	10	5	2	0	0	0	0	0	0	0	4	56	20	10	6	7	4	5	2	1	1	0	4	59	7	6	5	4	3	12	6	5	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	12	62	32	53	16	9	3	0	0	1	0	0	0	1	0	42	8	3	5	4	5	5	1	0	0	0	0	58	35	27	7	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	74	63	14	2	1	1	0	0	0	0	0	0	0	0	66	29	9	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	30	58	41	25	10	2	1	1	0	0	0	0	0	0	22	61	30	20	7	0	3	0	1	0	1	1	0	18	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	58	58	34	12	4	5	2	0	0	0	0	0	0	0	27	37	23	3	4	0	2	0	0	0	0	0	0	12	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	2	10	14	24	8	6	1	4	2	0	0	1	0	1	16	35	58	34	15	5	5	2	1	1	0	0	0	27	31	6	4	2	0	1	0	0	0	0	8	9	2	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0
25	2	10	18	63	18	16	7	7	4	2	2	1	0	0	4	56	49	25	13	5	2	1	2	2	4	1	9	42	64	28	8	12	6	4	1	2	1	9	17	11	6	5	2	1	2	2	5	3	4	2	2	1	1	4	0	1	1
67	120	144	31	4	2	0	0	0	0	0	0	0	0	0	92	70	5	2	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	6	10	19	18	5	6	2	1	0	0	0	0	0	0	1	21	9	8	9	5	3	1	0	0	0	0	0	7	10	6	6	3	2	3	0	0	0	0	8	2	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
48	40	77	17	2	0	0	0	0	0	0	0	0	0	0	91	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	11	52	29	6	7	1	0	0	0	0	0	0	0	0	20	45	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	10	35	35	26	11	4	3	3	3	0	1	3	1	7	18	74	16	4	3	0	0	0	0	0	0	1	0	54	9	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	5	11	25	43	51	38	12	10	4	0	0	1	0	1	4	11	20	18	7	2	1	0	0	0	0	0	0	15	47	40	4	7	1	2	0	0	0	0	25	27	9	5	2	1	0	0	1	3	3	0	0	0	0	1	0	0	0
46	24	66	48	32	10	4	1	3	1	0	0	1	0	0	30	107	25	6	0	1	0	0	0	0	0	0	0	31	11	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	3	43	67	59	13	8	3	4	3	3	1	1	0	6	44	69	30	3	0	1	0	0	1	0	0	0	0	69	51	9	3	1	2	0	0	0	0	0	5	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
42	12	30	41	25	11	5	3	1	2	0	0	0	0	1	10	50	25	3	0	0	0	1	1	0	0	0	2	19	17	16	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	23	51	45	53	10	6	0	0	0	0	0	0	0	0	30	84	16	7	3	2	0	0	0	0	0	0	0	55	16	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	6	17	10	18	6	1	2	0	0	0	0	0	0	0	9	45	12	8	0	1	1	1	0	1	1	0	0	27	10	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	29	40	19	4	4	3	0	3	1	0	1	1	0	1	49	23	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	11	64	59	37	6	1	0	0	1	0	0	0	0	0	25	85	13	8	0	0	0	0	0	0	0	0	0	40	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	27	89	77	83	11	8	7	1	0	0	1	0	0	0	37	136	38	11	6	1	3	2	1	0	2	2	2	75	21	13	3	0	0	0	0	0	1	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	27	96	39	35	13	7	1	1	0	0	0	0	0	0	14	46	13	1	0	0	0	0	0	0	0	0	0	26	6	6	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	4	22	31	14	13	4	2	2	0	0	2	0	0	0	1	33	4	11	8	2	0	0	0	0	0	0	0	31	25	15	2	3	3	2	1	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	11	39	42	18	2	1	0	1	0	0	0	0	0	0	11	65	16	3	0	0	0	0	0	0	0	0	0	16	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	34	74	44	30	10	7	1	0	0	0	0	0	0	0	67	110	23	6	0	1	2	1	1	1	0	0	0	41	16	12	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	19	41	31	24	5	7	1	1	4	1	0	0	0	0	47	50	21	6	12	5	6	4	2	0	0	0	0	23	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	10	115	35	78	16	8	4	1	0	1	0	0	0	0	2	34	10	5	4	0	0	0	0	0	0	0	0	55	22	18	2	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	2	37	37	83	25	18	3	2	1	1	1	0	0	0	1	19	12	7	1	2	3	1	1	1	0	1	0	109	23	85	17	9	1	0	1	0	0	0	2	4	5	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
40	7	61	17	9	2	4	0	1	1	1	0	0	0	0	17	39	32	9	2	1	1	0	0	0	0	0	0	29	11	4	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	47	112	32	47	10	5	0	2	2	1	0	0	0	1	76	99	52	13	5	3	4	1	2	0	1	3	2	26	20	3	1	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	8	33	44	68	51	32	9	4	3	0	0	0	0	1	1	21	27	14	12	10	2	2	2	2	1	0	0	24	43	13	19	3	0	0	0	0	0	0	6	7	5	0	1	1	0	0	0	2	1	0	1	0	0	0	1	0	0
44	9	51	23	22	9	1	2	2	0	0	0	0	0	0	2	43	16	5	3	1	3	0	0	0	0	0	0	29	8	3	2	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	4	24	33	43	15	8	5	6	1	2	2	0	0	10	3	41	19	10	1	1	1	0	1	0	0	0	1	47	23	17	6	4	0	2	2	0	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	20	46	14	4	3	5	5	1	0	2	0	0	0	2	23	35	12	1	3	5	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	6	41	17	25	5	3	2	1	0	0	0	1	1	1	21	64	15	7	5	0	0	0	0	0	0	0	0	49	4	8	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	19	49	36	37	6	8	1	0	1	1	0	0	0	0	42	64	21	14	0	0	1	0	0	0	1	0	0	20	11	2	2	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	12	83	77	28	5	4	5	0	4	0	2	0	0	4	57	84	29	6	0	0	0	0	0	0	0	0	1	20	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	0	8	13	27	11	16	10	20	2	1	0	1	1	4	0	1	7	8	2	0	3	2	0	0	0	0	0	7	7	27	1	1	1	0	0	0	0	1	14	18	4	2	2	0	0	1	0	23	4	0	0	1	0	1	0	0	0
56	6	54	43	48	35	5	1	0	0	0	0	0	0	0	4	36	21	9	4	0	1	0	0	0	0	0	0	54	35	24	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	62	90	21	4	5	2	1	3	1	1	1	0	0	1	117	9	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	27	50	31	22	5	4	0	1	0	0	0	0	0	1	10	35	15	3	2	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	10	33	32	21	5	4	4	1	3	0	0	0	0	0	12	37	24	5	0	0	0	0	0	0	1	0	1	23	7	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	10	20	45	36	29	7	2	2	1	2	2	1	1	1	19	39	57	8	7	2	3	0	0	0	0	0	4	23	27	8	3	1	0	0	0	0	0	2	5	2	2	0	0	1	0	0	3	0	1	0	1	1	1	2	0	0	0
36	12	50	28	25	3	5	3	2	0	2	0	0	1	1	65	122	19	2	1	0	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	5	23	43	102	58	40	9	2	3	0	0	1	0	1	2	8	24	16	5	2	2	1	1	0	0	0	0	22	95	78	13	8	0	1	1	1	0	1	23	16	2	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0
36	14	63	31	22	7	3	1	3	0	0	0	0	0	0	12	59	2	2	3	2	0	0	0	0	0	0	0	19	5	3	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	15	38	23	23	7	9	2	2	2	0	0	0	0	1	5	23	2	2	2	1	0	0	0	0	0	0	0	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	51	112	46	19	2	1	2	0	0	0	0	0	0	0	42	45	22	8	0	1	0	0	0	0	0	0	0	6	2	1	4	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	3	18	12	33	9	4	2	2	2	0	0	0	0	1	8	45	26	7	0	0	0	0	3	1	0	0	8	47	13	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	22	16	7	3	2	0	1	0	0	0	0	0	0	0	40	11	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	5	28	31	63	13	6	5	2	3	3	1	1	2	7	2	30	9	5	0	1	0	0	0	0	1	0	1	70	8	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	20	28	8	2	0	0	0	0	0	0	0	0	0	0	42	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	49	98	31	7	2	1	0	0	0	0	0	0	0	0	39	22	4	1	3	0	0	2	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	10	47	31	81	4	3	2	0	0	0	0	0	0	0	0	46	12	3	1	0	0	0	0	0	0	0	0	79	13	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	81	97	14	5	3	0	0	0	0	0	0	0	0	0	86	23	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	22	61	54	23	6	3	0	0	1	0	0	0	0	0	19	55	5	2	1	0	0	0	0	0	0	0	0	18	13	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	6	28	22	8	3	2	2	0	0	0	0	0	0	0	14	18	6	1	0	0	0	0	0	0	0	0	0	11	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	1	4	57	49	6	4	0	0	0	0	0	1	0	0	0	27	6	0	3	0	0	0	0	0	0	0	0	20	11	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	12	78	34	44	5	0	1	0	0	0	0	0	0	0	4	38	12	6	5	1	0	0	0	0	0	0	0	46	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	7	51	42	20	3	5	3	0	0	0	0	0	0	0	1	37	9	3	0	0	0	0	0	0	0	0	1	22	3	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	15	77	70	27	19	7	5	1	1	0	0	1	0	0	29	105	13	11	12	10	13	0	5	1	1	0	0	36	11	15	8	3	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	32	48	63	57	13	4	1	1	1	0	0	0	0	0	29	50	50	23	1	0	1	0	0	0	0	0	0	17	21	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	16	42	49	57	17	6	3	2	4	2	1	1	1	3	41	121	49	12	5	4	3	0	1	1	1	0	1	58	20	3	2	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	111	152	11	5	0	0	0	0	0	0	0	0	0	0	87	39	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
