CELL_LINE	COMBINATION_ID	PREDICTION
HCC1187	ATR_4.MTOR_1	-21.2793752057596
MDA-MB-453	ATR_4.MTOR_1	-20.0704041553925
NCI-H1437	BCL2.CarboTaxol	-2.15076187131275
NCI-H1975	BCL2.CarboTaxol	16.7521723871324
NCI-H2228	BCL2.CarboTaxol	26.1409272590332
NCI-H2291	BCL2.CarboTaxol	15.9781674347354
NCI-H23	BCL2.CarboTaxol	22.7904800895349
NCI-H358	BCL2.CarboTaxol	15.2280204028075
C32	BCL2.IGFR_4	5.24634384614488
NCI-H747	BCL2.IGFR_4	-4.70716060963934
SW948	BCL2.IGFR_4	11.9037224871552
C32	BCL2.MAP2K_1	-1.42191641511917
COLO-205	BCL2.MAP2K_1	-5.64129282995028
HT-29	BCL2.MAP2K_1	5.43962722749306
C32	BCL2.Oxaliplatin	10.1012798446684
LS-513	BCL2.Oxaliplatin	18.4987527129964
SW837	BCL2.Oxaliplatin	-2.85091842031863
DMS-114	BCL2.Topotecan	-1.18400278460127
NCI-H1793	BCL2.Topotecan	-10.1930329087671
NCI-H226	BCL2.Topotecan	6.13952152836554
NCI-H23	BCL2.Topotecan	25.9027735003054
NCI-H358	BCL2.Topotecan	18.7428211224371
NCI-H520	BCL2.Topotecan	10.0140716509182
CAMA-1	AKT_1.BCL2_2	9.63184476624813
HCC70	AKT_1.BCL2_2	0.560799083148298
MDA-MB-415	AKT_1.BCL2_2	-1.42898312250191
MDA-MB-468	AKT_1.BCL2_2	-0.476833707092805
T47D	AKT_1.BCL2_2	15.0478240134314
CAL-120	AKT_1.BCL2_BCL2L1	12.4187504848705
CAL-51	AKT_1.BCL2_BCL2L1	10.7557479887456
HCC1428	AKT_1.BCL2_BCL2L1	9.83810744504439
MDA-MB-157	AKT_1.BCL2_BCL2L1	54.3244420643189
MDA-MB-231	AKT_1.BCL2_BCL2L1	3.27596475162992
MDA-MB-436	AKT_1.BCL2_BCL2L1	36.8649786023502
MDA-MB-453	AKT_1.BCL2_BCL2L1	25.9873901880173
T-24	ATR_4.BCL2_BCL2L1	5.56080997575633
BT-20	BCL2_BCL2L1.FGFR	2.91275024388641
BT-549	BCL2_BCL2L1.FGFR	-4.12565121160474
CAL-120	BCL2_BCL2L1.FGFR	-10.3332574733464
MFM-223	BCL2_BCL2L1.FGFR	17.3411222894464
M14	BCL2_BCL2L1.FGFR	0.434719517065279
CAL-148	BCL2_BCL2L1.MAP2K_1	-11.2515596849324
HCC1143	BCL2_BCL2L1.MAP2K_1	-13.4753746290065
HCC1428	BCL2_BCL2L1.MAP2K_1	-2.01068418867731
HCC1937	BCL2_BCL2L1.MAP2K_1	10.2183713387785
HCC38	BCL2_BCL2L1.MAP2K_1	0.994142165762725
Hs-578-T	BCL2_BCL2L1.MAP2K_1	-10.9724181865219
MDA-MB-436	BCL2_BCL2L1.MAP2K_1	8.23945439185947
MDA-MB-468	BCL2_BCL2L1.MAP2K_1	-10.0695766181984
CAL-120	BCL2_BCL2L1.PIK3CA_4	6.95957299983607
DU-4475	BCL2_BCL2L1.PIK3CA_4	20.0317428023641
HCC70	BCL2_BCL2L1.PIK3CA_4	-11.9930108904779
MDA-MB-157	BCL2_BCL2L1.PIK3CA_4	16.1550787183798
MDA-MB-436	BCL2_BCL2L1.PIK3CA_4	13.3407676265212
MFM-223	BCL2_BCL2L1.PIK3CA_4	16.5252826064284
M14	BCL2_BCL2L1.PIK3CA_4	8.01637039768399
CAMA-1	AKT.BCL2L1	19.1185937048303
HCC1395	AKT.BCL2L1	23.1924445220314
MCF7	AKT.BCL2L1	22.2993745077885
MDA-MB-361	AKT.BCL2L1	9.61775214707013
MDA-MB-453	AKT.BCL2L1	18.4742040890479
CAMA-1	AKT_1.BCL2L1	21.7565953214343
HCC1187	AKT_1.BCL2L1	-2.16058798191564
HCC1419	AKT_1.BCL2L1	26.3484747561556
MDA-MB-361	AKT_1.BCL2L1	4.88963648721064
MDA-MB-415	AKT_1.BCL2L1	4.55682204594883
BT-20	BCL2L1.MTOR_1	46.0450198776663
CAMA-1	BCL2L1.MTOR_1	41.7001762058009
HCC1395	BCL2L1.MTOR_1	29.8565510943818
HCC70	BCL2L1.MTOR_1	18.4336331688577
MDA-MB-436	BCL2L1.MTOR_1	43.9875689328033
BT-20	BCL2L1.PIK3C	36.4805696532332
HCC1419	BCL2L1.PIK3C	28.1235711615968
MCF7	BCL2L1.PIK3C	17.2284817685704
MDA-MB-361	BCL2L1.PIK3C	17.2615029249941
MDA-MB-453	BCL2L1.PIK3C	40.7667805808732
BT-20	BRAF_M2.MAP2K_1	37.3301610777537
HCC1954	BRAF_M2.MAP2K_1	49.2145287893727
MDA-MB-157	BRAF_M2.MAP2K_1	42.0087548159593
MDA-MB-361	BRAF_M2.MAP2K_1	31.6739947502716
CAMA-1	BRAF_M2.MAP2K_3	26.2506074322289
HCC1187	BRAF_M2.MAP2K_3	62.5630554539236
HCC1419	BRAF_M2.MAP2K_3	62.2189709080362
HCC1954	BRAF_M2.MAP2K_3	61.2701716456277
MDA-MB-361	BRAF_M2.MAP2K_3	47.5606384862266
MDA-MB-415	BRAF_M2.MAP2K_3	42.8878357344543
NCI-H1975	BRAF_M2.MAP2K_3	42.7726976752765
NCI-H2085	BRAF_M2.MAP2K_3	60.5435995594432
NCI-H2291	BRAF_M2.MAP2K_3	56.789958652586
NCI-H23	BRAF_M2.MAP2K_3	38.6091936641952
NCI-H358	BRAF_M2.MAP2K_3	41.0970332684877
HCC1419	ATR_4.CarboTaxol	9.37110405056591
HCC1569	ATR_4.CarboTaxol	10.9402030182136
HCC70	ATR_4.CarboTaxol	-11.3882890434106
MDA-MB-157	ATR_4.CarboTaxol	7.5019988305462
MDA-MB-468	ATR_4.CarboTaxol	9.68645502558576
NCI-H2085	ATR_4.CarboTaxol	10.5126758251512
NCI-H2228	ATR_4.CarboTaxol	6.07145776479116
NCI-H3122	ATR_4.CarboTaxol	11.4483631560283
SW900	ATR_4.CarboTaxol	8.77767038837543
NCI-H1299	BCL2L1.CarboTaxol	37.3023941599419
NCI-H1437	BCL2L1.CarboTaxol	2.46216716277343
NCI-H1975	BCL2L1.CarboTaxol	9.86265068776703
NCI-H23	BCL2L1.CarboTaxol	17.0239553156627
SW900	BCL2L1.CarboTaxol	28.4940445055224
A549	CHEK1.IAP	-1.96262848393772
BFTC-905	CHEK1.IAP	-7.37624885932333
HT-1197	CHEK1.IAP	-4.14507781167239
NCI-H1299	CHEK1.IAP	8.28667148666075
NCI-H23	CHEK1.IAP	16.9266103603512
NCI-H3122	CHEK1.IAP	4.81179667794699
NCI-H520	CHEK1.IAP	-6.69057933961632
NCI-H522	CHEK1.IAP	3.29448155863631
SW900	CHEK1.IAP	23.9737048272545
T-24	CHEK1.IAP	-16.9998904428453
HCC1187	AKT.Chloroquine	-0.211974239152756
HCC1954	AKT.Chloroquine	39.8433147418924
MDA-MB-157	AKT.Chloroquine	33.9216568240253
CAMA-1	AKT_1.Chloroquine	16.5447151962472
HCC1419	AKT_1.Chloroquine	23.4420549170684
MDA-MB-361	AKT_1.Chloroquine	1.92179236835508
MDA-MB-415	AKT_1.Chloroquine	2.22091017445075
MDA-MB-453	AKT_1.Chloroquine	11.0116746677165
HCC1419	Chloroquine.PIK3C	-8.8333250531232
HCC1569	Chloroquine.PIK3C	-4.04452974873017
MDA-MB-436	Chloroquine.PIK3C	-7.11123111131161
MDA-MB-453	Chloroquine.PIK3C	2.55841074503157
HT-1376	AKT.Cisplatin	4.02347021421741
SW780	AKT.Cisplatin	9.99936015783129
T-24	AKT.Cisplatin	14.5538254852806
HT-1197	Cisplatin.FGFR	14.8254909859697
HT-1376	Cisplatin.FGFR	-5.23757849160363
UM-UC-3	Cisplatin.FGFR	5.18701293955465
647-V	Cisplatin.HDAC_4	11.1760258334017
HT-1376	Cisplatin.HDAC_4	-0.753907904591347
UM-UC-3	Cisplatin.HDAC_4	7.4286093704918
647-V	Cisplatin.PARP1	4.69689978448882
BFTC-905	Cisplatin.PARP1	-4.98582970442689
HT-1197	Cisplatin.PARP1	-1.91217039081234
BFTC-905	Cisplatin.PIK3C	14.7787174200614
HT-1197	Cisplatin.PIK3C	0.261506687773123
J82	Cisplatin.PIK3C	4.57419199030552
EVSA-T	AKT.CSNK2A1_2	-1.29350983337235
HCC1395	AKT.CSNK2A1_2	11.9401669926028
HCC1419	AKT.CSNK2A1_2	22.7058990838154
MDA-MB-157	AKT.CSNK2A1_2	38.7411587973366
MDA-MB-436	AKT.CSNK2A1_2	22.6507415792116
T47D	AKT.CSNK2A1_2	15.5539556795912
NCI-H1563	ALK.CSNK2A1_2	22.5312863752977
NCI-H2085	ALK.CSNK2A1_2	46.059428516258
NCI-H2291	ALK.CSNK2A1_2	18.4513394305684
NCI-H522	ALK.CSNK2A1_2	26.3460406026994
NCI-H838	ALK.CSNK2A1_2	17.8498751257214
SW900	ALK.CSNK2A1_2	14.2244380843148
A549	BCL2.CSNK2A1_2	13.6674913740424
NCI-H1299	BCL2.CSNK2A1_2	38.1237889421464
NCI-H1793	BCL2.CSNK2A1_2	-14.4124746353622
NCI-H23	BCL2.CSNK2A1_2	14.1363642511728
NCI-H358	BCL2.CSNK2A1_2	19.8488791154002
NCI-H838	BCL2.CSNK2A1_2	14.9294010435261
NCI-H1299	CarboTaxol.CSNK2A1_2	8.28667148677686
NCI-H1975	CarboTaxol.CSNK2A1_2	-7.8057761636247
NCI-H358	CarboTaxol.CSNK2A1_2	-12.392144154497
NCI-H522	CarboTaxol.CSNK2A1_2	3.29448155846928
NCI-H838	CarboTaxol.CSNK2A1_2	-6.341287219048
A549	Carboplatin.CSNK2A1_2	42.4214846720669
Calu-3	Carboplatin.CSNK2A1_2	16.4652147646717
NCI-H1437	Carboplatin.CSNK2A1_2	12.4984571461827
NCI-H1703	Carboplatin.CSNK2A1_2	31.5588177804235
NCI-H1975	Carboplatin.CSNK2A1_2	29.3101791888184
NCI-H2085	Carboplatin.CSNK2A1_2	51.3611922649368
Calu-6	CSNK2A1_2.Gemcitabine	2.05840655216547
NCI-H1299	CSNK2A1_2.Gemcitabine	11.4540781616945
NCI-H1703	CSNK2A1_2.Gemcitabine	4.63480891809415
NCI-H2085	CSNK2A1_2.Gemcitabine	10.3629092047596
NCI-H838	CSNK2A1_2.Gemcitabine	3.06200873777813
A549	CSNK2A1_2.SYK	9.17562907654943
Calu-6	CSNK2A1_2.SYK	9.42711952837883
NCI-H1437	CSNK2A1_2.SYK	5.25974381816448
NCI-H2085	CSNK2A1_2.SYK	26.7214738935979
NCI-H2228	CSNK2A1_2.SYK	7.56180097117233
NCI-H23	CSNK2A1_2.SYK	19.35086216234
647-V	EG5.PARP1	30.8880870479452
UM-UC-3	EG5.PARP1	19.7945134862603
VM-CUB-1	EG5.PARP1	5.99442531250573
647-V	EG5.PIM1	-0.780776105907581
BFTC-905	EG5.PIM1	13.2708820333602
VM-CUB-1	EG5.PIM1	-3.62576489800619
CAL-120	AKT.EGFR	18.736482413601
CAMA-1	AKT.EGFR	28.7632794916986
HCC1428	AKT.EGFR	13.7633878027499
HCC38	AKT.EGFR	25.0459116817391
HCC70	AKT.EGFR	16.4731396713029
MDA-MB-231	AKT.EGFR	15.8226707316405
M14	AKT.EGFR	20.4979852529635
BT-549	AKT_1.EGFR	10.764147031518
CAL-120	AKT_1.EGFR	14.7324937643891
CAMA-1	AKT_1.EGFR	29.0124079880117
HCC1806	AKT_1.EGFR	27.1191311964747
HCC1937	AKT_1.EGFR	16.7554809653276
MDA-MB-231	AKT_1.EGFR	5.84295579097578
MFM-223	AKT_1.EGFR	33.0170231324871
CAMA-1	BCL2_BCL2L1.EGFR	-14.5866100539084
DU-4475	BCL2_BCL2L1.EGFR	14.9705654550111
HCC1806	BCL2_BCL2L1.EGFR	-14.9854592747967
HCC1937	BCL2_BCL2L1.EGFR	-4.66725400982897
Hs-578-T	BCL2_BCL2L1.EGFR	-0.0130796798715824
MDA-MB-157	BCL2_BCL2L1.EGFR	9.54824990004373
MDA-MB-436	BCL2_BCL2L1.EGFR	-3.16403421688285
DU-4475	EGFR.FGFR	15.8707429554021
HCC1143	EGFR.FGFR	24.3041787863222
HCC1187	EGFR.FGFR	31.0710271666498
HCC38	EGFR.FGFR	21.8348047754253
MDA-MB-453	EGFR.FGFR	26.291729698784
MDA-MB-468	EGFR.FGFR	33.9814964530332
DU-4475	EGFR.MAP2K_1	13.8928125155025
HCC1187	EGFR.MAP2K_1	7.59159144929333
HCC1395	EGFR.MAP2K_1	20.510796912424
HCC38	EGFR.MAP2K_1	-0.822486715701139
HCC70	EGFR.MAP2K_1	-7.44143063555788
MDA-MB-157	EGFR.MAP2K_1	15.8953577117873
MFM-223	EGFR.MAP2K_1	5.12902885834255
HCC70	AKT_1.EGFR_2	0.535107008809062
MCF7	AKT_1.EGFR_2	11.4366351563104
MDA-MB-157	AKT_1.EGFR_2	41.6278139500213
MDA-MB-361	AKT_1.EGFR_2	3.16534152479733
T47D	AKT_1.EGFR_2	9.73791566196821
NCI-H1703	ALK.EGFR_2	10.4777261653768
NCI-H226	ALK.EGFR_2	12.1632631984871
NCI-H2291	ALK.EGFR_2	12.4952141426406
NCI-H358	ALK.EGFR_2	1.90771141791084
NCI-H522	ALK.EGFR_2	10.4068559267326
SW900	ALK.EGFR_2	8.13571049586313
BT-474	AKT.ERBB	22.6436665974985
CAL-148	AKT.ERBB	14.5713820406461
HCC1187	AKT.ERBB	7.26480517441508
HCC1569	AKT.ERBB	22.1588465654857
HCC1806	AKT.ERBB	9.87304269574259
HCC1937	AKT.ERBB	14.5784715301693
HCC70	AKT.ERBB	2.15063409117277
MCF7	AKT.ERBB	18.5537192704635
MDA-MB-231	AKT.ERBB	13.2084574904434
MDA-MB-436	AKT.ERBB	24.5207076237732
BFTC-905	ERBB.FGFR	33.576266064359
CAMA-1	ERBB.FGFR	13.4667946523706
HCC1187	ERBB.FGFR	32.7358073728748
HCC1806	ERBB.FGFR	29.4840133516035
HCC1937	ERBB.FGFR	18.5801057039042
MDA-MB-468	ERBB.FGFR	22.1388564057533
MFM-223	ERBB.FGFR	9.21442346192825
TCCSUP	ERBB.FGFR	13.6184292598512
UM-UC-3	ERBB.FGFR	25.8373876398388
VM-CUB-1	ERBB.FGFR	15.8365597432591
BFTC-905	ERBB.IAP	3.34164053509498
HT-1197	ERBB.IAP	7.50700116576734
HT-1376	ERBB.IAP	20.3710489833332
647-V	ERBB.MAP2K_1	10.4534309733536
BFTC-905	ERBB.MAP2K_1	5.98449590203022
HCC1187	ERBB.MAP2K_1	-5.94762358791881
HCC1395	ERBB.MAP2K_1	8.56447501349838
HCC1428	ERBB.MAP2K_1	-22.1737901139635
J82	ERBB.MAP2K_1	-0.584960267184874
MDA-MB-157	ERBB.MAP2K_1	3.12846975251007
MFM-223	ERBB.MAP2K_1	-24.6452143730417
T-24	ERBB.MAP2K_1	11.1512559047174
BT-549	ERBB.MTOR_1	16.4479240044084
CAL-148	ERBB.MTOR_1	21.3404118050332
HCC1419	ERBB.MTOR_1	34.8512517646816
HCC38	ERBB.MTOR_1	30.850713614273
MCF7	ERBB.MTOR_1	32.3100199767967
MDA-MB-436	ERBB.MTOR_1	34.9280243628659
T47D	ERBB.MTOR_1	39.675734662561
HCC1143	ERBB.PIK3CA_4	5.67569876428862
HCC1395	ERBB.PIK3CA_4	30.0857825237892
HCC70	ERBB.PIK3CA_4	7.72064437131191
MDA-MB-157	ERBB.PIK3CA_4	25.2895434560843
MDA-MB-231	ERBB.PIK3CA_4	35.7483444157837
MDA-MB-453	ERBB.PIK3CA_4	-0.575369192013229
CAL-120	AKT_1.ESR1	-2.25675954832368
HCC1187	AKT_1.ESR1	-6.86653195328244
HCC1395	AKT_1.ESR1	5.00976268828705
HCC1428	AKT_1.ESR1	-3.66221515963142
HCC70	AKT_1.ESR1	-3.8519725885113
MDA-MB-453	AKT_1.ESR1	8.74464173525574
M14	AKT_1.ESR1	5.26397101311831
CAMA-1	ESR1.FGFR	15.3160454559217
HCC1143	ESR1.FGFR	10.773728947318
HCC1428	ESR1.FGFR	3.22974757446532
Hs-578-T	ESR1.FGFR	11.4936055063084
MDA-MB-231	ESR1.FGFR	43.4860026497876
MDA-MB-453	ESR1.FGFR	3.54847801438038
MDA-MB-468	ESR1.FGFR	27.9712260467829
BT-20	ESR1.MAP2K_1	-0.503062713999682
BT-549	ESR1.MAP2K_1	-3.35053127095965
CAMA-1	ESR1.MAP2K_1	-1.91237678665131
HCC1806	ESR1.MAP2K_1	-15.7601927581068
HCC38	ESR1.MAP2K_1	0.724392538049033
MDA-MB-436	ESR1.MAP2K_1	5.22524936366497
M14	ESR1.MAP2K_1	5.48212006418663
